created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat Dec 02 11:27:53 +0000 2023;1730911660016321010;"@sami86pilang 🤟❤OPEN PROMOTE❤🤟 PROMOTORE INDIE LABIL #Sami86Genkz   Follow🤟 @sami86pilang   ❤Ganjar Mahfud Cr3ative❤  ❤Reply🔄 #Sami86Genkz   Langsung Tayang Malam🔥🔥🔥";0;0;0;0;in;610002671;1730851394360586287;PupungSuminar;https://twitter.com/PupungSuminar/status/1730911660016321010
Sat Dec 02 11:27:46 +0000 2023;1730911631839019089;"@idrisbue Novel baswedan yg menyelidiki kasus itu udah membantah bahwa pak ganjar ga tetlibat, ga ada bahan lain apa kalau menyerang";0;0;0;0;in;1596424199425257472;1730789172162806048;FendiHe11968994;https://twitter.com/FendiHe11968994/status/1730911631839019089
Sat Dec 02 11:27:43 +0000 2023;1730911619763601503;"Dukungan santri untuk Ganjar Mahfud tidak akan surut #GanjarMahfud2024 #GanjarMahfudSatset #GanjarMahfudM3nang #MMA2023 #Gaza #MMA2023 https://t.co/WFOdodpMbO";0;0;0;0;in;1582552896000110594;1730911619763601503;Official_SAGA_;https://twitter.com/Official_SAGA_/status/1730911619763601503
Sat Dec 02 11:27:30 +0000 2023;1730911562939187550;"@idextratime Lebih percaya pak ganjar jadi presiden hehe";0;0;0;0;in;767338355956682752;1730904796847345964;taniaangllt;https://twitter.com/taniaangllt/status/1730911562939187550
Sat Dec 02 11:27:28 +0000 2023;1730911554739294288;"@liputan6dotcom Ganjar mahfud pilihan ku";0;0;0;0;in;1688329381218066432;1730855091475992915;yasnniii;https://twitter.com/yasnniii/status/1730911554739294288
Sat Dec 02 11:27:25 +0000 2023;1730911543737593993;"Ganjar adalah capres yg sering bikin  kejutan. #GanjarKebhinekaanNKRI https://t.co/CCqeDSLv9U";0;0;0;0;in;1600467192360816640;1730911543737593993;NKRIBerbicara;https://twitter.com/NKRIBerbicara/status/1730911543737593993
Sat Dec 02 11:27:00 +0000 2023;1730911437902807184;"Prabowo Subianto disebut terlalu bergantung pada Presiden Joko widodo. Hal itu menjadi alasan Forum Komunikasi Lintas Pendiri Deklarator dan Kader (FKLPDK) Partai Demokrat belok arah dan mendukung pasangan calon presiden dan calon wakil presiden Ganjar Pranowo-Mahfud MD. (ist) https://t.co/ECvHGK1pte";0;0;1;0;in;124171593;1730911437902807184;tribunnews;https://twitter.com/tribunnews/status/1730911437902807184
Sat Dec 02 11:26:56 +0000 2023;1730911423507890547;"@iwedoji0506 @narkosun support terus pak Ganjar";0;0;0;1;in;1703394476356694016;1730478919072235560;Dimasjohn29;https://twitter.com/Dimasjohn29/status/1730911423507890547
Sat Dec 02 11:26:40 +0000 2023;1730911357070106693;"@liputan6dotcom Alam Ganjar pemuda yang berkualitas dan memikirkan pendidikan di Indonesia, semoga kelak jadi pejabat atau mentri yang memihak rakyat. Siapa dulu Bapaknya calon Presiden yang bijaksana gitu lho";0;0;0;0;in;1694499019635257344;1730784619568803976;aremirwahsi;https://twitter.com/aremirwahsi/status/1730911357070106693
Sat Dec 02 11:26:15 +0000 2023;1730911249876316493;"@hansssolo Gaspol Ganjar Mahfud";0;0;0;0;in;1697422695519207424;1730830703221506199;SadBoy813413360;https://twitter.com/SadBoy813413360/status/1730911249876316493
Sat Dec 02 11:26:14 +0000 2023;1730911248047575254;"@ganjarpranowo Kenapa bajumu hitam Mas Ganjar, lambang duka dan tidak islami, dan kebanyakan pemuka agama berbaju putih, ganti putih dong.. Ngapunten..";0;0;0;0;in;1445154419356495881;1730804230074888561;MustakimPujon;https://twitter.com/MustakimPujon/status/1730911248047575254
Sat Dec 02 11:26:06 +0000 2023;1730911211313864933;"Pak Ganjar Datang ke Ende, langsung disambut Tarian dan Pengalungan selendang.  Semangat terus Pak, kami selalu mendukung Bapak Dimanapun Bapak berada 🤟  #SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024 https://t.co/lb3d2XzBAY";0;0;0;0;in;1479757801299738627;1730911211313864933;4_gp2024;https://twitter.com/4_gp2024/status/1730911211313864933
Sat Dec 02 11:26:01 +0000 2023;1730911189956489414;"Solidaritas Nahdliyin &amp  alumni PMII deklarasi dukung Ganjar Mahfud #GanjarMahfud2024 #GanjarMahfudSatset #GanjarMahfudM3nang #MMA2023 #Gaza #MMA2023 https://t.co/YyFO9HdT8Q";0;0;0;0;in;1582552896000110594;1730911189956489414;Official_SAGA_;https://twitter.com/Official_SAGA_/status/1730911189956489414
Sat Dec 02 11:25:59 +0000 2023;1730911182117302277;"@wiragaksableng Kasih tau ke dia...suruh dukung ganjar aja..🤣🤣";0;0;0;0;in;1152707809689010176;1730902590127472667;mbahjhojho;https://twitter.com/mbahjhojho/status/1730911182117302277
Sat Dec 02 11:25:51 +0000 2023;1730911149238194586;"@narkosun Masyarakat Kupang siap gaspol pak Ganjar , semangat pak💪💪🔥🔥";0;0;0;0;in;1703394476356694016;1730478919072235560;Dimasjohn29;https://twitter.com/Dimasjohn29/status/1730911149238194586
Sat Dec 02 11:25:50 +0000 2023;1730911143739498581;"Pak Ganjar Datang ke Ende, langsung disambut Tarian dan Pengalungan selendang.  Semangat terus Pak, kami selalu mendukung Bapak Dimanapun Bapak berada 🤟  #SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024 https://t.co/Pblt6Isv2V";0;0;0;0;in;1548237019729391622;1730911143739498581;gp_indonesiagp;https://twitter.com/gp_indonesiagp/status/1730911143739498581
Sat Dec 02 11:25:43 +0000 2023;1730911117688385689;"hahahaha  seru yak? Tembak sana yg kena sini dan situ. Ketauan siapa yg bikin dr grup mana.   Kubu PS vs kubu AMIN.yg diuntungkan? Wkwkwkwkwk.  Secara ga lsg kubu PS dan AMIN disuruh kerja sama utk nyerang kubu ganjar. Yg diuntungkan?  wkwkwkwkwk. psywar nya keren.";0;0;0;0;in;796009114287513600;1730911117688385689;HasilnyaNol;https://twitter.com/HasilnyaNol/status/1730911117688385689
Sat Dec 02 11:25:36 +0000 2023;1730911085577085159;"Ganjar mendorong adanya substansi dan edukasi politik untuk anak muda. #GanjarKebhinekaanNKRI https://t.co/rgTmXNXF0z";0;0;0;0;in;1600467192360816640;1730911085577085159;NKRIBerbicara;https://twitter.com/NKRIBerbicara/status/1730911085577085159
Sat Dec 02 11:25:31 +0000 2023;1730911065662533811;"@tvOneNews Pembodohan terhadap rakyat kecil @AgusYudhoyono";0;0;0;0;in;298342120;1730830310223602005;Agungponsel07;https://twitter.com/Agungponsel07/status/1730911065662533811
Sat Dec 02 11:25:28 +0000 2023;1730911051745763391;"Bersama Ganjar Mahfud menuju Indonesia Unggul gerak cepat mewujudkan negara maritim yang adil dan lestari https://t.co/Jg9vyAHFg0";0;0;0;0;in;1579164333413892096;1730911051745763391;recky_sumilang;https://twitter.com/recky_sumilang/status/1730911051745763391
Sat Dec 02 11:25:05 +0000 2023;1730910957193593097;"Repost dari Capres yang diusung Partai Perindo -- Bapak Ganjar Pranowo  (@ganjarpranowo)  Sruput dulu kopimu, kawan. Salam nikmat dari Kopi Asiang Pontianak Kalimantan Barat.  #Ganjar  #GanjarPranowo #HitamPutih #HitamPutihGanjar #GerakCepatGanjarMahfud #IndonesiaLebihBaik https://t.co/CZnurPvR2I";0;0;0;0;in;88593647;1730910957193593097;mnctrijaya;https://twitter.com/mnctrijaya/status/1730910957193593097
Sat Dec 02 11:24:43 +0000 2023;1730910862880448986;"@liputan6dotcom Relawan Ganjar Mahfud memang Mantap. Dukung penuh Ganjar Mahfud supaya menang";0;0;0;0;in;1694499019635257344;1730799844581843423;aremirwahsi;https://twitter.com/aremirwahsi/status/1730910862880448986
Sat Dec 02 11:24:31 +0000 2023;1730910815451267560;"Ganjar capres yg sering isi kuliah umum diberbagai universitas. #GanjarKebhinekaanNKRI https://t.co/AUX0e4CLRP";0;0;0;0;in;1600467192360816640;1730910815451267560;NKRIBerbicara;https://twitter.com/NKRIBerbicara/status/1730910815451267560
Sat Dec 02 11:24:16 +0000 2023;1730910750066253910;"@liputan6dotcom Faktanya untuk saat ini, ganjar mahfud sudah jadi partai oposisi.";0;0;0;0;in;1361341693967048707;1730252369605415031;Rpa43002644;https://twitter.com/Rpa43002644/status/1730910750066253910
Sat Dec 02 11:24:10 +0000 2023;1730910726406213898;"@ganjarpranowo Kenapa bajumu hitam Mas Ganjar, lambang duka dan tidak islami.. Ngapunten..";0;0;0;0;in;1445154419356495881;1730825211342405780;MustakimPujon;https://twitter.com/MustakimPujon/status/1730910726406213898
Sat Dec 02 11:24:06 +0000 2023;1730910710614675752;"@liputan6dotcom Ganjar Mahfud paling pantas untuk menjadi pemimpin";0;0;0;0;in;1720412039712288768;1730781607492227102;RidwanTzy56561;https://twitter.com/RidwanTzy56561/status/1730910710614675752
Sat Dec 02 11:23:57 +0000 2023;1730910672664555579;"@newIding30 @Arifzen10661460 Jaga NKRI bersama Ganjar Mahfud , untuk RI 1 &amp  RI 2 .org cerdas pilih Ganjar";0;0;0;0;in;1603628834552549376;1730904259028480253;raswandy_w;https://twitter.com/raswandy_w/status/1730910672664555579
Sat Dec 02 11:23:53 +0000 2023;1730910655790919878;"Indonesia bersyukur dikenal. Sebagai negara paling toleran dan inilah Pemimpin Paling Toleransi di Indonesia !!  Siapa dia ? Ya Pak Ganjar Pranowo !!!  #SahabatGanjar #GanjarMahfud2024  Ashraf Tiko Jeko Cantik https://t.co/5leFJlJnmF";0;0;0;0;in;61800658;1730910655790919878;Agustinabellamy;https://twitter.com/Agustinabellamy/status/1730910655790919878
Sat Dec 02 11:23:49 +0000 2023;1730910639487590421;"@HusinShihab Klo tanya saya, ada yg jwb pk Anis, ada yg jwb pk Prabowo, ada yg jwb pk ganjar, tiap penjuru pelosok Indonesia pasti punya pilihannya masing2 Yg Qta hrpkan siapa aja yg jd nnti smoga amanah &amp  membawa Indonesia ini menuju negara yg lebih maju dan berkembang jdi Lbih baik amin..";0;1;0;0;in;718502354253783041;1730433571658383679;a_lutfihakim;https://twitter.com/a_lutfihakim/status/1730910639487590421
Sat Dec 02 11:23:47 +0000 2023;1730910631551992223;"@liputan6dotcom Ganjar Mahfud paling pantas untuk menjadi pemimpin";0;0;0;0;in;1720412039712288768;1730784619568803976;RidwanTzy56561;https://twitter.com/RidwanTzy56561/status/1730910631551992223
Sat Dec 02 11:23:32 +0000 2023;1730910568033440105;"@liputan6dotcom Ganjar Mahfud paling pantas untuk menjadi pemimpin";0;0;0;0;in;1720412039712288768;1730799844581843423;RidwanTzy56561;https://twitter.com/RidwanTzy56561/status/1730910568033440105
Sat Dec 02 11:23:31 +0000 2023;1730910560995442910;"Duet Ganjar Mahfud paling siap babat habis KKN https://t.co/37pxkxkzmY";0;0;0;0;in;1579164333413892096;1730910560995442910;recky_sumilang;https://twitter.com/recky_sumilang/status/1730910560995442910
Sat Dec 02 11:23:19 +0000 2023;1730910512895213948;"@Nikmatul_Sg Visi misinya emg beda sama pak ganjar ya. Kalo pak ganjar kan menganggapnrakyat itu tuannya, ini malah ga butuh rakyat. Hm";0;0;0;0;in;1517745955013292032;1730795577414496430;Bonbon1_2;https://twitter.com/Bonbon1_2/status/1730910512895213948
Sat Dec 02 11:23:11 +0000 2023;1730910478556348891;"@liputan6dotcom Ganjar Mahfud paling pantas untuk menjadi pemimpin";0;0;0;0;in;1720412039712288768;1730849571579023451;RidwanTzy56561;https://twitter.com/RidwanTzy56561/status/1730910478556348891
Sat Dec 02 11:22:58 +0000 2023;1730910424705765531;"@KompasTV ganjar mahfud paling top sih aslii";0;0;0;0;in;1700438785207803904;1729016752896725393;anindaayas;https://twitter.com/anindaayas/status/1730910424705765531
Sat Dec 02 11:22:51 +0000 2023;1730910394884218885;"@liputan6dotcom Ganjar Mahfud  calon pemimpin yang paling menjanjikan";0;0;0;0;in;1720412039712288768;1730855091475992915;RidwanTzy56561;https://twitter.com/RidwanTzy56561/status/1730910394884218885
Sat Dec 02 11:22:35 +0000 2023;1730910328689729614;"Pak Ganjar Datang ke Ende, langsung disambut Tarian dan Pengalungan selendang.  Puji Tuhan Dukungan Warga Luar Biasa 🔥  #SahabatGanjar #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024 https://t.co/JOO163Lbal";0;0;0;1;in;1240137086331748352;1730910328689729614;Penyair_Berdiri;https://twitter.com/Penyair_Berdiri/status/1730910328689729614
Sat Dec 02 11:22:20 +0000 2023;1730910262621090246;"Ganjar Pranowo disambut masyararakat secara adat dengan tarian dan pengalungan selendang tradisional khas Ende di Bandara H. Hasan Aroeboesman Ende.  #SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024 https://t.co/wlRVQVbBq2";0;0;0;0;in;1548237019729391622;1730910245671805199;gp_indonesiagp;https://twitter.com/gp_indonesiagp/status/1730910262621090246
Sat Dec 02 11:22:15 +0000 2023;1730910245671805199;"Calon Presiden Republik Indonesia, Ganjar Pranowo Tiba di Ende pada 2 Desember 2023 pagi.  #SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024 https://t.co/haOHoXTLKH";0;1;0;0;in;1548237019729391622;1730910245671805199;gp_indonesiagp;https://twitter.com/gp_indonesiagp/status/1730910245671805199
Sat Dec 02 11:21:58 +0000 2023;1730910171227119885;"@TeddGus Lah?  Kok balik ke situ2 lagi lur? Buat ganjar mah ga ada ruginya  Kenapa balik lagi ke putusan mk? Lagian putusan 141 kan bukannya malah tambah mendelegitimasi mas instan?";0;0;0;0;in;4641953131;1730888639427817897;Deadnflies;https://twitter.com/Deadnflies/status/1730910171227119885
Sat Dec 02 11:21:52 +0000 2023;1730910148087164949;"Ganjar Mahfud pasti menang total pada Pilpres 2024 https://t.co/bsjuEM3zLD";0;0;0;0;in;1579164333413892096;1730910148087164949;recky_sumilang;https://twitter.com/recky_sumilang/status/1730910148087164949
Sat Dec 02 11:21:45 +0000 2023;1730910116093022478;"@kumparan Jgn putus asa..Seperti main bulutangkis ganda. Semoga smash2 mematikan amin, ganjar dan mahfud  diarahkan langsung ke bocil..titik lemah pemain. Bakal Jungkir balik ntar tuh...🤣";0;0;0;0;in;2773163634;1730848922464342525;josc716;https://twitter.com/josc716/status/1730910116093022478
Sat Dec 02 11:21:35 +0000 2023;1730910076880433531;"Ganjar sebut setiap warga negara memiliki kebebasan berbicara dalam menyampaikan kritik dan aspirasi. #GanjarKebhinekaanNKRI https://t.co/BpRMRsgpGC";0;0;0;0;in;1600467192360816640;1730910076880433531;NKRIBerbicara;https://twitter.com/NKRIBerbicara/status/1730910076880433531
Sat Dec 02 11:21:35 +0000 2023;1730910075366395993;"@ganjarpranowo Kebahagiaan terpancar dari raut wajah masyarakat kupang dalam menyambut kehadiran pak Ganjar";0;0;0;0;in;1707629930006429696;1730825211342405780;Billa2781796166;https://twitter.com/Billa2781796166/status/1730910075366395993
Sat Dec 02 11:21:32 +0000 2023;1730910063806795958;"@ganjarpranowo Bagaimana mungkin tidak seramai dan seheboh itu pak Ganjar, anda itu adalah dambaan semua kalangan. Kehadiranmu selalu dinanti nanti dan namamu selalu dihati. Mari pak Ganjar kita jemput kemenangan itu supaya secepatnya kita wujudkan semua harapan mulia kita semua 🔥❤️❤️";0;0;0;0;in;1699272864661372928;1730825211342405780;hanidra0718;https://twitter.com/hanidra0718/status/1730910063806795958
Sat Dec 02 11:21:27 +0000 2023;1730910042239733825;"Ganjar Pranowo disambut masyararakat secara adat dengan tarian dan pengalungan selendang tradisional khas Ende di Bandara H. Hasan Aroeboesman Ende.  #SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024 https://t.co/haFbYZBSm8";0;0;0;0;in;1479757801299738627;1730910020538454524;4_gp2024;https://twitter.com/4_gp2024/status/1730910042239733825
Sat Dec 02 11:21:22 +0000 2023;1730910020538454524;"Calon Presiden Republik Indonesia, Ganjar Pranowo Tiba di Ende pada 2 Desember 2023 pagi.  #SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua #GanjarMahfud2024 https://t.co/ED7GyPS792";0;1;0;0;in;1479757801299738627;1730910020538454524;4_gp2024;https://twitter.com/4_gp2024/status/1730910020538454524
Sat Dec 02 11:21:20 +0000 2023;1730910011621294315;"@xandreanda @txtdrimedia Sy pilih kok walo dia ingusan akan ngalahin Anis dn Ganjar krna diblkangnya ada Jokowi yg sdh disayangi oleh kaum miskin se-Indonesia yg 70 persen orang ndeso dari Sabang sampe merauke";0;0;0;0;in;1536125958914076673;1730819331267993640;RohimSubandri;https://twitter.com/RohimSubandri/status/1730910011621294315
Sat Dec 02 11:21:10 +0000 2023;1730909972345843808;"TPN Ganjar-Mahfud Tuding KPU Tak Netral Terkait Penghapusan Debat Khusus Cawapres https://t.co/HKhSoiMW9d #beritajogja #jogja #jogjaistimewa https://t.co/zKJMA9DXot";0;0;1;1;in;118371948;1730909972345843808;Harian_Jogja;https://twitter.com/Harian_Jogja/status/1730909972345843808
Sat Dec 02 11:21:06 +0000 2023;1730909955992236151;"@cobeh2022 KPU juga ikut cawe cawe..jadi sebanyak apapun pendukung Anies dan Ganjar,maka tidak mungkin mengalahkan kekuatan Joko,LBP, KPU. Bahkan jika pendukung Ganjar dan Anies di gabung,tetap tidak bisa mengalahkan PS - GB";0;0;0;0;in;1533834080;1730897255069315210;ratno_willist;https://twitter.com/ratno_willist/status/1730909955992236151
Sat Dec 02 11:21:03 +0000 2023;1730909941949718636;"@tempodotco Seperti main bulutangkis ganda. Semoga smash2 mematikan amin, ganjar dan mahfud  diarahkan langsung ke bocil..titik lemah pemain. Bakal Jungkir balik ntar tuh...🤣";0;0;0;0;in;2773163634;1730864025918222710;josc716;https://twitter.com/josc716/status/1730909941949718636
Sat Dec 02 11:21:03 +0000 2023;1730909940997669316;"Tiba di Ende, Capres no 3 Ganjar Pranowo langsung disambut Tarian dan Pengalungan selendang.  Jaga kesehatan dan terus semangat pak Ganjar, rakyat Indonesia setia mendukung mu. 🤟  #SahabatGanjar #GanjarPranowo #Ganjar #GenerasiGotongRoyong #GanjarPresiden #GanjarUntukSemua… https://t.co/pROGiRD8uD";0;0;0;6;in;1101696077147729920;1730909940997669316;03__nakula;https://twitter.com/03__nakula/status/1730909940997669316
Sat Dec 02 11:21:01 +0000 2023;1730909931354927544;"@SumartonoS1 @adearmando61 @ganjarpranowo Ya udah nantik kalau Prabowo Gibran jadi presiden kamu dan Ganjar di DKI aja nantik jangan ikut bikin rusuh entar marah2 sambil nangis kayak sekjen banteng 😆";0;0;0;0;in;884249371839049728;1730412731285774519;abdul_waringin;https://twitter.com/abdul_waringin/status/1730909931354927544
Sat Dec 02 11:21:00 +0000 2023;1730909927710048443;"@ch_chotimah2 @ganjarpranowo Pendukung nya ganjar tumpah meriah 😂 https://t.co/xx9szbcgJw";0;0;0;0;in;2562652128;1730907513300914501;SSuswandi;https://twitter.com/SSuswandi/status/1730909927710048443
Sat Dec 02 11:20:59 +0000 2023;1730909924904018137;"@Tan_Mar3M Kalo gw lihat sih ini orang takut kehilangan sumber, makanya cenderung milih yang kemungkinan besar menang. Bukan yang memiliki program terbaik. Karena pada dasarnya kalo putaran kedua pemilih Ganjar akan merapat ke Prabowo";0;0;0;0;in;72561935;1730561347170226496;syzuhri;https://twitter.com/syzuhri/status/1730909924904018137
Sat Dec 02 11:20:57 +0000 2023;1730909914628001806;"Bu Atikoh Ganjar, calon ibu negara kita hari ini berkunjung ke Aceh dan mencicipi kopi khas Aceh  Bu Atikoh disambut hangat di Aceh @Cintada16 @03__nakula https://t.co/wPIxrx9goi";0;0;0;0;in;1002326672882847744;1730909914628001806;TolakBigotRI_;https://twitter.com/TolakBigotRI_/status/1730909914628001806
Sat Dec 02 11:20:56 +0000 2023;1730909912912543952;"@BayuErrianto @VIVAcoid Terus Kalo Ga penting Kenapa Kemaren Di umumkan sama tim pemenangan Ganjar? Ga penting kok di umumkan. Yang ga penting itu elu. Sayangnya yang diumumkan nolak Ganjar.";0;0;0;0;in;1522290104001171456;1730867038351221002;OzziAlisio;https://twitter.com/OzziAlisio/status/1730909912912543952
Sat Dec 02 11:20:43 +0000 2023;1730909858269155623;"Anak Muda Merauke Ter Ganjar-Ganjar #GanjarPranowo #GanjarPresiden #GanjarMahfud2024 #GanjarMahfudJuara https://t.co/pE1VTBK1rh";0;0;0;0;in;1669611201167515648;1730909858269155623;Sakanusantara45;https://twitter.com/Sakanusantara45/status/1730909858269155623
Sat Dec 02 11:20:38 +0000 2023;1730909836655919115;"Kami Yakin Ganjar Mahfud 1 Putaran https://t.co/ixbT9vn5aC";0;0;0;0;in;1697068323056627712;1730909836655919115;dunggaliosimon;https://twitter.com/dunggaliosimon/status/1730909836655919115
Sat Dec 02 11:20:30 +0000 2023;1730909804590514202;"@ganjarpranowo Masya allah antusiasme masyarakatnya begitu luar biasa ya pak,banyak yg dukung pak Ganjar";0;0;0;0;in;1698137356073861120;1730825211342405780;Ayana7163758560;https://twitter.com/Ayana7163758560/status/1730909804590514202
Sat Dec 02 11:20:19 +0000 2023;1730909756062417112;"Ganjar Mahfud menang total https://t.co/1kTmeRRH17";0;0;0;0;in;1697068323056627712;1730909756062417112;dunggaliosimon;https://twitter.com/dunggaliosimon/status/1730909756062417112
Sat Dec 02 11:20:19 +0000 2023;1730909755894567079;"@ganjarpranowo Semangat terus pak ganjar ,rakyat sangat antusias sekali bukti bahwa pak ganjar d terima betul oleh mereka ,2024 allin ganjar mahfud🔥";0;0;0;0;in;1698136056175214592;1730825211342405780;Aulia83018;https://twitter.com/Aulia83018/status/1730909755894567079
Sat Dec 02 11:20:11 +0000 2023;1730909722742845598;"Kunjungi Wilayah Paling Selatan Indonesia, Ganjar Dianugerahi Gelar ‘Yang Mulia Funu Keu’ #Ganjar https://t.co/W7C5PbwT1T";0;0;0;0;in;79130206;1730909722742845598;jpnncom;https://twitter.com/jpnncom/status/1730909722742845598
Sat Dec 02 11:20:08 +0000 2023;1730909711929913393;"@quintta1217 konsisten Ganjar-Mahfud beliau Cr3ative &amp  dalam membantu rakyat-rakyat nya dengan menghadiri inovasi keren untuk maju 🤟";0;0;0;0;in;1722640714876719104;1730840718187581675;bntngocta48095;https://twitter.com/bntngocta48095/status/1730909711929913393
Sat Dec 02 11:20:06 +0000 2023;1730909701712626060;"Bersama Ganjar Mahfud basmi Korupsi https://t.co/cCSvD9ToaM";0;0;0;0;in;1697068323056627712;1730909701712626060;dunggaliosimon;https://twitter.com/dunggaliosimon/status/1730909701712626060
Sat Dec 02 11:20:06 +0000 2023;1730909701402247381;"Deputi Hukum Tim Pemenangan Nasional (TPN) Ganjar Pranowo-Mahfud MD, Todung Mulya Lubis mengatakan bahwa pihaknya bersikeras meminta kepada Komisi Pemilihan Umum (KPU) untuk mengembalikan debat capres-cawapres ke format semula. Format yang sesuai dengan Pasal 277 UU Nomor 7 Tahun… https://t.co/TWeNqOglRv";1;0;3;4;in;153407983;1730909701402247381;PDI_Perjuangan;https://twitter.com/PDI_Perjuangan/status/1730909701402247381
Sat Dec 02 11:19:54 +0000 2023;1730909653482266862;"Solusi Ganjar Mahfud untuk atasi ketimpangan layanan kesehatan https://t.co/X69jSqXtWh";0;0;0;0;in;1579164333413892096;1730909653482266862;recky_sumilang;https://twitter.com/recky_sumilang/status/1730909653482266862
Sat Dec 02 11:19:50 +0000 2023;1730909635341889795;"Yakin nggak pilih Ganjar Mahfud? https://t.co/RcCFG7FHR3";0;0;0;0;in;1697068323056627712;1730909635341889795;dunggaliosimon;https://twitter.com/dunggaliosimon/status/1730909635341889795
Sat Dec 02 11:19:48 +0000 2023;1730909625296589012;"@hasyimmah @Pamankarta @ganjarpranowo Kamuflase anda ini gus, cara mainnya mirip pendukung jokowi yang jadi pendukung prabowo, narasinya nyalahin prilaku pendukungnya ganjar, pendidikan politik macam apa ini, maaf, munafik itu namanya";0;0;0;0;in;226966599;1730741695250325713;antonmilanisti;https://twitter.com/antonmilanisti/status/1730909625296589012
Sat Dec 02 11:19:42 +0000 2023;1730909600734732376;"@Dennysiregar7 Jgn putus asa..Seperti main bulutangkis ganda. Semoga smash2 mematikan amin, ganjar dan mahfud  diarahkan langsung ke bocil..titik lemah pemain. Bakal Jungkir balik ntar tuh...🤣";0;0;0;0;in;2773163634;1730771388385177784;josc716;https://twitter.com/josc716/status/1730909600734732376
Sat Dec 02 11:19:32 +0000 2023;1730909561127829824;"@EGreschinov @dawiguna Done trolling..😂 Bocah tua nakal... Pendukung ganjar dan pendukung isriwil... Gak jauh kelakuan sama junjungannya..😂 https://t.co/4MsiZ8cXKY";0;0;0;0;in;936799030893408256;1730857832155931001;syamsul0029807;https://twitter.com/syamsul0029807/status/1730909561127829824
Sat Dec 02 11:19:32 +0000 2023;1730909559081062465;"Satu putaran Ganjar Mahfud menang di angka 57% #GerakCepat #GanjarMahfud https://t.co/nywQq7JJgK";0;0;0;0;in;1164799981;1730909559081062465;rowena24_;https://twitter.com/rowena24_/status/1730909559081062465
Sat Dec 02 11:19:27 +0000 2023;1730909538508030453;"Satu putaran Ganjar Mahfud menang di angka 57% #GerakCepat #GanjarMahfud https://t.co/uldOc5EGud";0;0;0;0;in;1164799981;1730909538508030453;rowena24_;https://twitter.com/rowena24_/status/1730909538508030453
Sat Dec 02 11:19:22 +0000 2023;1730909516471103599;"Satu putaran Ganjar Mahfud menang di angka 57% #GerakCepat #GanjarMahfud https://t.co/QBNT1H44Ck";0;0;0;0;in;1164799981;1730909516471103599;rowena24_;https://twitter.com/rowena24_/status/1730909516471103599
Sat Dec 02 11:19:15 +0000 2023;1730909490583830599;"@AndreasSolusi @xquitavee @VaniaKiara3002 @maximilan_angel Bikin akun zombie cm bwt hina2,,,pendukung Ganjar mmg emejing";0;2;0;0;in;1319516701956870144;1730903271680909321;irenejuni_;https://twitter.com/irenejuni_/status/1730909490583830599
Sat Dec 02 11:19:07 +0000 2023;1730909455150371113;"Sekian lama orang ini muncul lagi.. saat teman²nya dah pecah kongsi, ternyata doi nyalon DPD toh..!!  Dicoret dari TPD Ganjar-Mahfud, Ni Luh Djelantik: Merugikan atau Tidak Relatif https://t.co/Ee5kGWfsIk";0;0;0;1;in;2412572689;1730909455150371113;is_pelssy;https://twitter.com/is_pelssy/status/1730909455150371113
Sat Dec 02 11:19:05 +0000 2023;1730909448812782007;"Satu putaran Ganjar Mahfud menang di angka 57% #GerakCepat #GanjarMahfud https://t.co/uTk0LYFR5L";0;0;0;0;in;1164799981;1730909448812782007;rowena24_;https://twitter.com/rowena24_/status/1730909448812782007
Sat Dec 02 11:18:57 +0000 2023;1730909411315749326;"Satu putaran Ganjar Mahfud menang di angka 57% #GerakCepat #GanjarMahfud https://t.co/1qPHkO0vUq";0;0;0;0;in;1164799981;1730909411315749326;rowena24_;https://twitter.com/rowena24_/status/1730909411315749326
Sat Dec 02 11:18:52 +0000 2023;1730909393485804024;"@ismailfahmi @hariqosatria @ferizandra @AresFaresta Pilpres 2024 dilihat2 Timses Prabowo seolah2 dikritisi oleh Timses Ganjar. Mereka bikin "drama2" seolah berseteru.  Lalu debat dihilangkan, demi cawapres mentah. Timsesnya diakui paling kreatif, namun masih main playing the victim.  Endingnya, Prabowo menang, Ganjar gabung.😏";0;0;0;0;in;1474612212954120193;1730835889633571055;SundaGenXY;https://twitter.com/SundaGenXY/status/1730909393485804024
