created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sat Dec 02 10:01:59 +0000 2023;1730890042309255275;"Pak Ganjar membuka peluang bagi anak-anak untuk mengembangkan potensi mereka, membuktikan bahwa pendidikan tak hanya tentang buku dan kelas. @obiechatul  GPMMD 4Ende https://t.co/VQYYpRG8tl";0;0;0;0;in;1689862903007186945;1730890042309255275;MayaSofian27230;https://twitter.com/MayaSofian27230/status/1730890042309255275
Sat Dec 02 10:01:53 +0000 2023;1730890017596375184;"Selamat Pak Ganjar, atas langkah konkret dalam memberikan kesempatan kepada anak bangsa untuk menjalani pendidikan sesuai minatnya. @naypurple  GPMMD 4Ende https://t.co/r8jgCAYIBc";0;0;0;0;in;1688751529233358848;1730890017596375184;SilkaIvanka;https://twitter.com/SilkaIvanka/status/1730890017596375184
Sat Dec 02 10:01:52 +0000 2023;1730890015725740197;"Pak Ganjar dan Pak Mahfud MD, terima kasih atas upaya luar biasa dalam menjaga kelestarian lingkungan hidup kita. @HafdahlAde  GPMMD 4Ende https://t.co/1hLPWZingU";0;0;0;0;in;1687084606284242944;1730890015725740197;dekrimaulanaa;https://twitter.com/dekrimaulanaa/status/1730890015725740197
Sat Dec 02 10:01:52 +0000 2023;1730890012613595440;"Dukungan Pak Mahfud MD terhadap visi pendidikan Pak Ganjar adalah langkah menuju Indonesia yang cerdas dan beradab. @diontambunan_  GPMMD 4Ende https://t.co/WzHePSpZur";0;0;0;0;in;1694629981018808320;1730890012613595440;RiyanRivallx;https://twitter.com/RiyanRivallx/status/1730890012613595440
Sat Dec 02 10:01:51 +0000 2023;1730890010789024115;"Pak Ganjar menunjukkan perhatiannya terhadap masa depan anak-anak Indonesia dengan menggabungkan pendidikan dan pelatihan vokasi. Semoga terus memberikan inspirasi bagi pemimpin lain. @mr_ramliH  GPMMD 4Ende https://t.co/F3GQEEN701";0;0;0;0;in;1688444750838509568;1730890010789024115;RobiMustof;https://twitter.com/RobiMustof/status/1730890010789024115
Sat Dec 02 10:01:48 +0000 2023;1730889999237910809;"Semangat dan dukungan kita untuk Pak Ganjar dan Pak Mahfud MD yang terus memerangi kekerasan seksual, menciptakan lingkungan yang lebih aman bagi semua. @IyusYusmana  GPMMD 4Ende https://t.co/zjrrYeCv6a";0;0;0;0;in;1688461084561465344;1730889999237910809;henycahyatii;https://twitter.com/henycahyatii/status/1730889999237910809
Sat Dec 02 10:01:48 +0000 2023;1730889998982123842;"Pak Ganjar, semangat untuk meningkatkan kualitas dan keindahan destinasi wisata lokal. Sukses untuk setiap langkah yang diambil! @rospida68  GPMMD 4Ende https://t.co/tOmibixS4t";0;0;0;0;in;1687402113377411072;1730889998982123842;srphinangelique;https://twitter.com/srphinangelique/status/1730889998982123842
Sat Dec 02 10:01:45 +0000 2023;1730889985547813075;"@Miduk17 Semangat pak Ganjar.. buktikan kpd anak2 muda bahwa.. Kebutuhan anak2 muda tdk hanya di suguhi dg tontonan gimik semata yg hanya utk menutupi kelemahan dan kualitas calon pemimpin tp memang benar2 kebutuhan yg sangat di perlukan saat ini khususnya kaum muda..";0;1;2;3;in;721961958732226560;1730861374916694414;bangbungwae;https://twitter.com/bangbungwae/status/1730889985547813075
Sat Dec 02 10:01:45 +0000 2023;1730889985463837148;"Pak Ganjar memahami pentingnya menghubungkan dunia pendidikan dengan dunia usaha. Terimakasih atas upayanya untuk menciptakan generasi yang siap bersaing. @Ocinade  GPMMD 4Ende https://t.co/GiZSgMaxxg";0;0;0;0;in;1689838388797710336;1730889985463837148;TarisaWiindari;https://twitter.com/TarisaWiindari/status/1730889985463837148
Sat Dec 02 10:01:41 +0000 2023;1730889967877111850;"Program yang luar biasa! Dukungan penuh untuk Pak Ganjar yang berusaha menciptakan anak-anak bangsa yang tidak hanya pintar, tapi juga memiliki skill praktis. @Ocang27  GPMMD 4Ende https://t.co/g0HMz2dhtx";0;0;0;0;in;1681904185393184768;1730889967877111850;AdrianH4321;https://twitter.com/AdrianH4321/status/1730889967877111850
Sat Dec 02 10:01:31 +0000 2023;1730889927456645352;"@kankmazaydrooze @ArieNugr0411 @hariqosatria loh kalo pendukung ganjar gausah ditanya";0;1;0;0;in;1422362741948354562;1730821773258854540;akubolehjujurga;https://twitter.com/akubolehjujurga/status/1730889927456645352
Sat Dec 02 10:01:29 +0000 2023;1730889919634330051;"KOLING Gratis adalah jawaban untuk masyarakat yang kesulitan mengakses kesehatan. Inisiatif yang patut diapresiasi dari Ganjar-Mahfud! @juvandha  GPMMD 4Ende https://t.co/bB9ea6i2cL";0;0;0;0;in;1680884612241960960;1730889919634330051;HariLesmoono;https://twitter.com/HariLesmoono/status/1730889919634330051
Sat Dec 02 10:01:26 +0000 2023;1730889905793093891;"@ganjarpranowo Pak ganjar sungguh sangat mengayomi semua rakyatnya";0;0;0;0;in;1627472850805456896;1730804230074888561;anindia_putri93;https://twitter.com/anindia_putri93/status/1730889905793093891
Sat Dec 02 10:01:19 +0000 2023;1730889876181237963;"Pak Ganjar, semangat Anda dalam memberikan akses pendidikan adalah investasi jangka panjang yang berharga. @MayJ96  GPMMD 4Ende https://t.co/UVjqQVVS7p";0;0;0;0;in;1684934806268977152;1730889876181237963;devideiaaaaa;https://twitter.com/devideiaaaaa/status/1730889876181237963
Sat Dec 02 10:01:19 +0000 2023;1730889875493372105;"@YRadianto @gibran_tweet Kader2 PDIP dan Tim Pemenangan Ganjar...adalah Gerombolan Penyabar Hoax dan SARA... Jangan percaya twit mereka.. https://t.co/2XDyJLiftH";0;0;0;0;in;1616453253872615424;1730874456321749184;SingoYudho_;https://twitter.com/SingoYudho_/status/1730889875493372105
Sat Dec 02 10:01:19 +0000 2023;1730889875342475637;"Pendekatan kekeluargaan Pak Ganjar adalah langkah bijak untuk menciptakan hubungan yang harmonis di antara keragaman masyarakat. @G_Wahyu96  GPMMD 4Ende https://t.co/54pqwxs65E";0;0;0;0;in;1683726434496561152;1730889875342475637;GiskaZaneta;https://twitter.com/GiskaZaneta/status/1730889875342475637
Sat Dec 02 10:01:09 +0000 2023;1730889834519290118;"Dukungan penuh untuk Pak Ganjar dan Pak Mahfud MD yang memilih untuk berdiri di garis depan melawan kejahatan. Semoga langkah mereka memberikan semangat baru untuk keadilan. @indosportdotcom  GPMMD 4Ende https://t.co/BkpcZ0mgEQ";0;0;0;0;in;1687416959795953666;1730889834519290118;PutriAmelo;https://twitter.com/PutriAmelo/status/1730889834519290118
Sat Dec 02 10:01:07 +0000 2023;1730889824926937110;"Pak Ganjar, visi Anda untuk pariwisata lokal membawa semangat positif. Mari kita bersama-sama wujudkan Indonesia yang lebih baik! @ronirahmayudi  GPMMD 4Ende https://t.co/4NrDPETJS1";0;0;0;0;in;1687372344560644096;1730889824926937110;ganendrafd;https://twitter.com/ganendrafd/status/1730889824926937110
Sat Dec 02 10:01:00 +0000 2023;1730889795734581395;""GANJAR MENYAPA ROTE"  Tiba di salah satu Desa di Rote, Nusa Tenggara Timur, Capres @ganjarpranowo disambut penuh keantusiasan warga dalam bentuk tarian adat, hingga pemakaian pakaian khas dari masyarakat dan segala macam properti yang menempel pada badannya. https://t.co/aRTHIrJOIz";0;1;23;62;in;1168705905015148546;1730889795734581395;BungkusTukang;https://twitter.com/BungkusTukang/status/1730889795734581395
Sat Dec 02 10:00:51 +0000 2023;1730889757541175748;"Dukungan penuh untuk Pak Ganjar dan Pak Mahfud MD yang berkomitmen melawan perdagangan manusia. Ini langkah besar menuju masyarakat yang adil dan aman. @hindom90  GPMMD 4Ende https://t.co/mar5wqLWxJ";0;0;0;0;in;1686662021457342464;1730889757541175748;rahmanaditya41;https://twitter.com/rahmanaditya41/status/1730889757541175748
Sat Dec 02 10:00:50 +0000 2023;1730889755066503528;"Terima kasih kepada Pak Ganjar dan Pak Mahfud MD yang berani mengambil langkah nyata dalam menangani masalah narkoba yang menghancurkan generasi muda. @indra_piki  GPMMD 4Ende https://t.co/1Ybd2w0XLT";0;0;0;0;in;1688556139930365952;1730889755066503528;anggraidnilisa1;https://twitter.com/anggraidnilisa1/status/1730889755066503528
Sat Dec 02 10:00:45 +0000 2023;1730889733172322544;"Pak Ganjar, semangat untuk mencapai setiap target yang telah ditetapkan. Keberhasilan pariwisata lokal adalah keberhasilan kita semua! @ros1ers  GPMMD 4Ende https://t.co/Zc9Zxj31d4";0;0;0;0;in;1687038671621701632;1730889733172322544;ridhoulam;https://twitter.com/ridhoulam/status/1730889733172322544
Sat Dec 02 10:00:43 +0000 2023;1730889725396103355;"Semangat Pak Ganjar dalam menciptakan akses pendidikan merata adalah inspirasi bagi kita semua. @Dinokuningss  GPMMD 4Ende https://t.co/1xKYRgcDC2";0;0;0;0;in;1689184473068552192;1730889725396103355;viona_adeline0;https://twitter.com/viona_adeline0/status/1730889725396103355
Sat Dec 02 10:00:42 +0000 2023;1730889721671467454;"Inisiatif Pak Ganjar dan Pak Mahfud MD menciptakan dampak positif yang besar bagi pariwisata daerah. Sukses selalu dalam mengembangkan destinasi yang unggul. @Rahmataffandhy1  GPMMD 4Ende https://t.co/C8u9N0ZJlC";0;0;0;0;in;1686265194140651520;1730889721671467454;vanvaniaa_a;https://twitter.com/vanvaniaa_a/status/1730889721671467454
Sat Dec 02 10:00:36 +0000 2023;1730889695977242651;"@ganjarpranowo Semoga pak ganjar lebih bisa memajukan indonesia";0;0;0;0;in;1626547672252284928;1730804230074888561;neltasaputri;https://twitter.com/neltasaputri/status/1730889695977242651
Sat Dec 02 10:00:23 +0000 2023;1730889639840624944;"Terima kasih kepada Pak Ganjar dan Pak Mahfud MD yang memiliki keberanian untuk memimpin transformasi positif dalam pariwisata daerah. @rai_zara  GPMMD 4Ende https://t.co/IaxowJv3JC";0;0;0;0;in;1686319057124134912;1730889639840624944;BagasSamm;https://twitter.com/BagasSamm/status/1730889639840624944
Sat Dec 02 10:00:23 +0000 2023;1730889639156953547;"Kebersamaan Pak Ganjar dengan masyarakat menciptakan hubungan yang kuat dan saling menghargai dalam setiap keputusan yang diambil. @GabrielBudi  GPMMD 4Ende https://t.co/OwKJr6d1gt";0;0;0;0;in;1683528003501064192;1730889639156953547;__dimsaria;https://twitter.com/__dimsaria/status/1730889639156953547
Sat Dec 02 10:00:15 +0000 2023;1730889609322893317;"Terimakasih Pak Ganjar, telah memperjuangkan pendidikan yang tidak hanya menghasilkan sarjana, tapi juga pekerja yang handal. @NcaFransis  GPMMD 4Ende https://t.co/Za1lJOpZtY";0;0;0;0;in;1690650368118820865;1730889609322893317;aldyjovannn4;https://twitter.com/aldyjovannn4/status/1730889609322893317
Sat Dec 02 10:00:13 +0000 2023;1730889599067550148;"@WagimanDeep212_ @AlissaWahid Gua gak percaya bib., temen2 gue bu nyai di pesantren dari gending, kraksaan sampe paiton. Suara mrk kebanyakan unt Anis- imin., gue masuk di group WA mrk. Tapi yg mulai dari jember, situbondo , banyuwangi.  Suara mereka unt Ganjar - Mahfud krn Mahfud";0;0;1;5;in;1445131067246137348;1730883009530974522;hannajoe20;https://twitter.com/hannajoe20/status/1730889599067550148
Sat Dec 02 10:00:09 +0000 2023;1730889584345747570;"Ketua DPC Kota Bogor, Dadang Iskandar Danubrata, mengajak seluruh elemen masyarakat Kota Bogor untuk datang ke TPS pada tanggal 14 Februari 2024 untuk memilih PDI Perjuangan dan Ganjar Pranowo sebagai Presiden RI 2024.  #PDIPerjuangan #GanjarUntukSemua #GanjarPresiden… https://t.co/fYKybisSGY";0;1;7;26;in;153407983;1730889584345747570;PDI_Perjuangan;https://twitter.com/PDI_Perjuangan/status/1730889584345747570
Sat Dec 02 10:00:07 +0000 2023;1730889572471783541;"Terimakasih Pak Ganjar, telah menciptakan terobosan dalam dunia pendidikan yang memberikan kebebasan kepada anak bangsa untuk mengejar minatnya. @nauffhrdn  GPMMD 4Ende https://t.co/ihoe6CTNG5";0;0;0;0;in;1688400563749486593;1730889572471783541;SeraphiSol;https://twitter.com/SeraphiSol/status/1730889572471783541
Sat Dec 02 10:00:02 +0000 2023;1730889554129830146;"Capres Ganjar Pranowo mendapat Sambutan Khusus Dari Tokoh Adat Sangkar Natoni Kupang NTT  Warga yang menyambut di Bandara El Tari melakukannya dengan beragam cara. Ada yang berpantun, memekikkan nama Ganjar, hingga menyematkan kain tenun khas daerah setempat.  #GanjarMahfud2024 https://t.co/trAoSb2yKh";0;1;7;32;in;2542665199;1730889554129830146;YRadianto;https://twitter.com/YRadianto/status/1730889554129830146
Sat Dec 02 10:00:02 +0000 2023;1730889552783389040;"Relawan Sapu Jagat mengaskan mereka siap memenangkan Ganjar-Mahfud di Pilpres 2024 #GanjarMahfud2024 #JawaTengah Jawa tengah Jateng https://t.co/f3ftvVBshh";0;0;0;0;in;1391758806;1730889552783389040;SAGAIslamJateng;https://twitter.com/SAGAIslamJateng/status/1730889552783389040
Sat Dec 02 10:00:02 +0000 2023;1730889551256879205;"Pak Ganjar, teruskan langkah untuk mencapai target 30 juta wisatawan mancanegara. Semangat untuk membangun keindahan pariwisata lokal! @ronyimamsya  GPMMD 4Ende https://t.co/c8PpJWYZoL";0;0;0;0;in;1686986805898575872;1730889551256879205;sachiitr;https://twitter.com/sachiitr/status/1730889551256879205
Sat Dec 02 10:00:01 +0000 2023;1730889549843419590;"Relawan Sapu Jagat mengaskan mereka siap memenangkan Ganjar-Mahfud di Pilpres 2024 #GanjarMahfud2024 #JawaTimur Jawa timur Jatim https://t.co/EFldh3tZNp";0;0;0;0;in;1497748236685438977;1730889549843419590;SAGAIslamJatim;https://twitter.com/SAGAIslamJatim/status/1730889549843419590
Sat Dec 02 10:00:01 +0000 2023;1730889549826441609;"Relawan Sapu Jagat mengaskan mereka siap memenangkan Ganjar-Mahfud di Pilpres 2024 #GanjarMahfud2024 #Jakarta Jakarta https://t.co/xtjRpBdvcS";0;0;0;0;in;1548467549599199234;1730889549826441609;SAGAIslamDKI;https://twitter.com/SAGAIslamDKI/status/1730889549826441609
Sat Dec 02 10:00:01 +0000 2023;1730889548153167880;"@ganjarpranowo Bangga banget atas semua pencapain yg pak ganjar raih";0;0;0;0;in;1626503451315142658;1730804230074888561;geishaputri93;https://twitter.com/geishaputri93/status/1730889548153167880
Sat Dec 02 10:00:01 +0000 2023;1730889546924273848;"Relawan Sapu Jagat mengaskan mereka siap memenangkan Ganjar-Mahfud di Pilpres 2024 #GanjarMahfud2024 #Banten banten https://t.co/GDiB9pxKqe";0;0;0;0;in;1695923866198233088;1730889546924273848;SGISLAMBANTEN;https://twitter.com/SGISLAMBANTEN/status/1730889546924273848
Sat Dec 02 10:00:00 +0000 2023;1730889545993101502;"Ganjar dan Mahfud MD mengajarkan kita bahwa pendidikan tidak hanya tentang nilai akademis, tetapi juga mengenai kesiapan menghadapi dunia nyata. Semoga langkah ini menjadi tren nasional. @Persipontianak  GPMMD 4Ende https://t.co/eFNyc1mB4N";0;0;0;0;in;1681870135890681862;1730889545993101502;DavinaDavinanur;https://twitter.com/DavinaDavinanur/status/1730889545993101502
Sat Dec 02 10:00:00 +0000 2023;1730889545720242612;"Sosok pemimpin pemaaf dan penyayang, Pak Ganjar tidak kecewa terhadap semua hal yang terjadi denganPak Jokowi. #GanjarPranowo #PemimpinJujur #RendahHati #Jokowi https://t.co/nUEVPftGVC";0;0;0;0;in;1701668481438212096;1730889545720242612;Manifesto2045;https://twitter.com/Manifesto2045/status/1730889545720242612
Sat Dec 02 09:59:40 +0000 2023;1730889462560051624;"@Uki23 @Binyowijaya Nuruh jangan tinggalin ganjar tp ninggalin ganjar dan mgkn skrg nyuruh ikut ninggalin ganjar. Apes deh ganjar";0;0;0;0;in;1051727443168358401;1730561367151935620;mnuzultommy;https://twitter.com/mnuzultommy/status/1730889462560051624
Sat Dec 02 09:59:39 +0000 2023;1730889458533499022;"Apresiasi untuk Ganjar yang tidak hanya melihat kecerdasan intelektual, tetapi juga mengenali nilai keterampilan praktis. Semoga program ini menciptakan lulusan yang holistik. @Pesa020219  GPMMD 4Ende https://t.co/0Fif0lcOAE";0;0;0;0;in;1689863648246894592;1730889458533499022;RagilIrawaan;https://twitter.com/RagilIrawaan/status/1730889458533499022
Sat Dec 02 09:59:29 +0000 2023;1730889413369188557;"Pak Ganjar membuktikan bahwa pendidikan dan dunia usaha bukanlah dua hal terpisah, tapi bisa saling mendukung untuk kemajuan bangsa. @nazwahalisa991  GPMMD 4Ende https://t.co/TDh6HdXAq6";0;0;0;0;in;1688418337439793152;1730889413369188557;AnggJuliyan;https://twitter.com/AnggJuliyan/status/1730889413369188557
Sat Dec 02 09:59:28 +0000 2023;1730889410001207368;"@Paltiwest Logikanya kl kasus ektp kan biasanya pada pendukung wowo langsung gonggongin ganjar,  skrg kok ga berani ngegonggong yah???";0;1;1;5;in;1708348247536979968;1730875439244263737;Chameleon_x2;https://twitter.com/Chameleon_x2/status/1730889410001207368
Sat Dec 02 09:59:28 +0000 2023;1730889408726159798;"Mahfud MD dan Ganjar, terima kasih atas komitmen kalian dalam membuka peluang bagi anak-anak bangsa melalui pendidikan yang holistik. Semoga langkah ini berdampak positif jangka panjang. @PFA_Surakarta  GPMMD 4Ende https://t.co/y7gMjXPgwO";0;0;0;0;in;1689838340269572096;1730889408726159798;FahriAgustiiann;https://twitter.com/FahriAgustiiann/status/1730889408726159798
Sat Dec 02 09:59:25 +0000 2023;1730889396717834669;"Ganjar dan Mahfud MD memberikan dorongan positif bagi pendidikan di Indonesia dengan menggabungkan teori dengan keterampilan praktis. Semoga generasi muda kita lebih siap menghadapi dunia. @mr_abhar  GPMMD 4Ende https://t.co/khaiKFnwpJ";0;0;0;0;in;1688764046269661184;1730889396717834669;DikaArdiiann;https://twitter.com/DikaArdiiann/status/1730889396717834669
Sat Dec 02 09:59:24 +0000 2023;1730889395413340303;"Mahfud MD dan Ganjar, terima kasih atas peran besar kalian dalam membangun fondasi pendidikan yang kuat. Semoga ini menjadi investasi berkelanjutan untuk kemajuan bangsa. @peyiap  GPMMD 4Ende https://t.co/PjLRWLuQm7";0;0;0;0;in;1681909691868381184;1730889395413340303;MardianiNi1;https://twitter.com/MardianiNi1/status/1730889395413340303
Sat Dec 02 09:59:20 +0000 2023;1730889375389786330;"Masyarakat perlu bersyukur memiliki pemimpin seperti Pak Ganjar dan Pak Mahfud MD yang tidak hanya berbicara tapi juga bertindak untuk keadilan. Dukungan terus untuk mereka. @IndonesiaSehat5  GPMMD 4Ende https://t.co/rB8Vl065zF";0;0;0;0;in;1690985967682019329;1730889375389786330;andrelndi1;https://twitter.com/andrelndi1/status/1730889375389786330
Sat Dec 02 09:59:11 +0000 2023;1730889338098274626;"Ganjar-Mahfud memahami bahwa layanan kesehatan harus merata dengan program Rumah Sakit tingkat Madya di setiap kabupaten/kota. @kolormonyet  GPMMD 4Ende https://t.co/V6lICjTfK9";0;0;0;0;in;1680890258840510464;1730889338098274626;intan_sariw;https://twitter.com/intan_sariw/status/1730889338098274626
Sat Dec 02 09:59:10 +0000 2023;1730889333006368976;"Bersama Ganjar Pranowo dan Mahfud MD, harga pangan terkendali untuk Indonesia berdikari  Agar rakyat bisa makan, harus ada kebijakan harga pangan yang PRO RAKYAT, bukan sekadar MAKAN GRATIS  #GanjarMahfud2024 https://t.co/nMyevCa8lH";0;6;14;51;in;1102461866129776640;1730889333006368976;Miduk17;https://twitter.com/Miduk17/status/1730889333006368976
Sat Dec 02 09:59:09 +0000 2023;1730889331248926763;"buzzernya ganjar serem serem cokkk";0;0;0;0;in;1361634968133267458;1730889331248926763;anetbeneran;https://twitter.com/anetbeneran/status/1730889331248926763
Sat Dec 02 09:59:06 +0000 2023;1730889316715676156;"@catatankaqihaty kerenn bgt pak.selalu dukung pak ganjar-mahfud apapun aktifitas positifnya.Ganjar-Mahfud Cr3atif🔥🤟🏻";0;0;0;0;in;1691615206282326016;1730833904662347972;lexzanbl;https://twitter.com/lexzanbl/status/1730889316715676156
Sat Dec 02 09:58:54 +0000 2023;1730889269118701632;"Apresiasi tinggi untuk Pak Ganjar dan Pak Mahfud MD yang melihat potensi besar anak muda sebagai modal utama bangsa. @LulusSekolah  GPMMD 4Ende https://t.co/qkHgWaG42k";0;0;0;0;in;1684847362580303872;1730889269118701632;faizfauzannnn;https://twitter.com/faizfauzannnn/status/1730889269118701632
Sat Dec 02 09:58:53 +0000 2023;1730889265444508132;"Kualitas destinasi wisata yang diperbarui akan menjadi daya tarik utama bagi wisatawan. Sukses untuk Pak Ganjar dan Pak Mahfud MD dalam mewujudkan hal ini. @RahmadEffendii  GPMMD 4Ende https://t.co/qoLby1S5Jm";0;0;0;0;in;1686593973086003200;1730889265444508132;perdijasti_;https://twitter.com/perdijasti_/status/1730889265444508132
Sat Dec 02 09:58:53 +0000 2023;1730889261967372629;"Dukungan penuh untuk Ganjar yang berkomitmen untuk memberikan kesempatan kepada anak-anak Indonesia untuk mengeksplorasi minat mereka melalui sekolah vokasi. @mouhant_ss  GPMMD 4Ende https://t.co/qrfkEGDZzE";0;0;0;0;in;1688792656833642496;1730889261967372629;aldoalfajri85;https://twitter.com/aldoalfajri85/status/1730889261967372629
Sat Dec 02 09:58:51 +0000 2023;1730889256766521565;"Semoga kepedulian Pak Ganjar dan Pak Mahfud MD terhadap lingkungan hidup menjadi semangat bagi semua untuk berkontribusi dalam pelestarian alam. @izalfachrizal  GPMMD 4Ende https://t.co/RRsOBk90Y7";0;0;0;0;in;1687419476546088960;1730889256766521565;ZainAbdull18590;https://twitter.com/ZainAbdull18590/status/1730889256766521565
Sat Dec 02 09:58:48 +0000 2023;1730889240752644579;"@AnisaWidya25410 Bismillah proses yang baik dari Ganjar Mahfud pasti akan menghasilkan hal yang baik untuk semua masyarakat Indonesia #SiPalingGanjar";0;0;0;0;in;1717839823409397760;1730856799434375176;nikop2180;https://twitter.com/nikop2180/status/1730889240752644579
Sat Dec 02 09:58:45 +0000 2023;1730889228643717622;"Selamat untuk Pak Ganjar dan Pak Mahfud MD yang terus bekerja keras agar pendidikan di Indonesia menjadi lebih baik. @fakhrintlgw  GPMMD 4Ende https://t.co/gDVz3DeO9r";0;0;0;0;in;1683729946076905472;1730889228643717622;bayu_hidayattt;https://twitter.com/bayu_hidayattt/status/1730889228643717622
Sat Dec 02 09:58:33 +0000 2023;1730889179670937640;"Tiba di salah satu Desa di Rote, Nusa Tenggara Timur, Capres @ganjarpranowo disambut penuh keantusiasan warga dalam bentuk tarian adat, hingga pemakaian pakaian khas dari masyarakat dan segala macam properti yang menempel pada badannya.   Penuh akan kekeluargaan, Ganjar merasa… https://t.co/REXC8QDD1m";2;0;24;50;in;1226725839099707392;1730889179670937640;aan_muba;https://twitter.com/aan_muba/status/1730889179670937640
Sat Dec 02 09:58:29 +0000 2023;1730889164923851088;"Emak Mega murka setelah tahu Jokowi dukung Prabowo, bukan dukung Ganjar....  #IsraelWarCrimes #AniesMuhaimin2024 Film horor sadis #StopGazaGenocide https://t.co/KK4mCloH4w";0;0;0;0;in;1707161719616028672;1730889164923851088;AsikinAja2000;https://twitter.com/AsikinAja2000/status/1730889164923851088
Sat Dec 02 09:58:24 +0000 2023;1730889143914578094;"Menurut gue ganjar ridwan lebih menggigit daripada ini lho 🥲";0;0;0;0;in;62434920;1730889143914578094;ogiwicaksana;https://twitter.com/ogiwicaksana/status/1730889143914578094
Sat Dec 02 09:58:21 +0000 2023;1730889131029602809;"Dukungan penuh untuk Pak Ganjar dan Pak Mahfud MD. Semoga upaya mereka membawa pariwisata daerah ke tingkat yang lebih baik. @riczhaldy  GPMMD 4Ende https://t.co/31y3KxGKht";0;0;0;0;in;1685549637338607616;1730889131029602809;kikuzykana;https://twitter.com/kikuzykana/status/1730889131029602809
Sat Dec 02 09:58:21 +0000 2023;1730889130513711374;"Pendidikan adalah kunci kemajuan, dan Pak Ganjar memegang kunci itu dengan baik, membuktikan bahwa ia peduli terhadap masa depan bangsa. @ekosetyawaan_  GPMMD 4Ende https://t.co/Mr0JUY6cy9";0;0;0;0;in;1689187664719978496;1730889130513711374;FerrySofyann15;https://twitter.com/FerrySofyann15/status/1730889130513711374
Sat Dec 02 09:58:20 +0000 2023;1730889125035917818;"Pak Ganjar dan Pak Mahfud MD, terima kasih atas dedikasi tinggi dalam memberantas narkoba, melindungi generasi muda. @hafidzardians7  GPMMD 4Ende https://t.co/NC7FZWJshC";0;0;0;0;in;1686686691938152448;1730889125035917818;jenitaafrll;https://twitter.com/jenitaafrll/status/1730889125035917818
Sat Dec 02 09:58:15 +0000 2023;1730889104899125487;"Laboratorium kesehatan yang ditingkatkan adalah langkah cerdas dari Ganjar-Mahfud untuk memastikan diagnosis yang akurat. Dukungan penuh! @kokonao230  GPMMD 4Ende https://t.co/HuYyMp3GHR";0;0;0;0;in;1681867726393065474;1730889104899125487;KuncoroUmay;https://twitter.com/KuncoroUmay/status/1730889104899125487
Sat Dec 02 09:58:11 +0000 2023;1730889088239321381;"Mendukung sepenuh hati upaya Pak Ganjar dan Pak Mahfud MD dalam mencetak generasi unggul melalui sistem pendidikan yang berkualitas. @lukmannurdiawan  GPMMD 4Ende https://t.co/rpYoQE3ZSr";0;0;0;0;in;1684194993668325379;1730889088239321381;LusiVeranda;https://twitter.com/LusiVeranda/status/1730889088239321381
Sat Dec 02 09:58:04 +0000 2023;1730889059617341846;"Keinginan Pak Ganjar untuk melibatkan masyarakat lokal adalah langkah penting menuju pariwisata yang berkelanjutan. Terima kasih kepada Pak Mahfud MD yang mendukungnya. @RidolTambak  GPMMD 4Ende https://t.co/mSmdf29QiC";0;0;0;0;in;1686323224509079552;1730889059617341846;SukmaLiraaa;https://twitter.com/SukmaLiraaa/status/1730889059617341846
Sat Dec 02 09:58:03 +0000 2023;1730889052579369327;"Masyarakat lokal memiliki peran yang tidak bisa diabaikan dalam mengelola destinasi wisata. Selamat untuk Pak Ganjar dan Pak Mahfud MD yang memberdayakan mereka. @ridho_subagia  GPMMD 4Ende https://t.co/cGSftkk9OE";0;0;0;0;in;1686584759236046848;1730889052579369327;tiar4rmdnii;https://twitter.com/tiar4rmdnii/status/1730889052579369327
Sat Dec 02 09:58:02 +0000 2023;1730889050385711314;"Sempat Masuk Jurkam Ganjar-Mahfud, Limbad Justru Hadir saat Kampanye Prabowo di Jawa Barat https://t.co/KMcOdmptQX";0;0;10;12;in;887743587579944960;1730889050385711314;OposisiCerdas;https://twitter.com/OposisiCerdas/status/1730889050385711314
Sat Dec 02 09:57:56 +0000 2023;1730889024574042588;"Terima kasih kepada Pak Ganjar dan Pak Mahfud MD yang mendengarkan suara anak muda dan berupaya memenuhi kebutuhan mereka dalam pendidikan. @fakir_sandang  GPMMD 4Ende https://t.co/50kXqXjlhJ";0;0;0;0;in;1683957339630759944;1730889024574042588;__shalsaulia;https://twitter.com/__shalsaulia/status/1730889024574042588
Sat Dec 02 09:57:52 +0000 2023;1730889008493047996;"@rrizkikiki itu mah pak Ganjar (katanya)";0;0;0;0;in;1669536202083700736;1729770150541267431;nirwanasea;https://twitter.com/nirwanasea/status/1730889008493047996
Sat Dec 02 09:57:48 +0000 2023;1730888992500129999;"Terima kasih Pak Ganjar dan Pak Mahfud MD atas komitmen mereka untuk membentuk generasi yang memiliki keseimbangan antara pengetahuan dan keterampilan praktis. Inspiratif! @Mrafiihamdi15  GPMMD 4Ende https://t.co/M3UDar3GCf";0;0;0;0;in;1690659261100294144;1730888992500129999;theressiaint67;https://twitter.com/theressiaint67/status/1730888992500129999
